"loan_amnt","funded_amnt","funded_amnt_inv","term","batch_enrolled","int_rate","grade","sub_grade","emp_title","emp_length","home_ownership","annual_inc","address","dti","delinq_2yrs","inq_last_6mths","open_acc","pub_rec","revol_bal","revol_util","total_acc","total_rec_int","total_rec_late_fee","recoveries","collection_recovery_fee","collections_12_mths_ex_med","last_week_pay","acc_now_delinq","tot_coll_amt","tot_cur_bal","total_rev_hi_lim","no_funded_amnt"
"10000","10000","10000.0","36 months","BAT446479","13.35","C","C2","Electrician","4 years","OWN","35000","850xx,AZ","26.17","0","3","13","0","13060","51.2","37","1527.32","0","0","0","0","74th week","0","1177","33837","25500","1.0"
"7500","7500","7500.0","36 months","BAT6004464","9.76","B","B3","Production Associate","9 years","RENT","48000","294xx,SC","18.43","1","3","14","1","7997","29.4","44","56.93","0","0","0","0","4th week","0","0","40307","27200","1.0"
"10000","10000","10000.0","36 months","BAT3780546","7.62","A","A3","Accessibility Lifts of Arkansas","< 1 year","MORTGAGE","40000","722xx,AR","13.8","0","0","7","0","6583","20.8","17","1110.66","0","0","0","0","113th week","0","0","136470","31666","1.0"
"9000","9000","9000.0","36 months","BAT3554832","15.31","C","C2","Task Force Tips","10+ years","RENT","90000","890xx,NV","9.67","0","0","13","0","24730","45.6","37","1204.03","0","0","0","0","52th week","0","0","24730","54200","1.0"
"9800","9800","9800.0","36 months","BAT4127326","14.31","C","C4","School Bus Driver","10+ years","MORTGAGE","30000","451xx,OH","18.16","0","2","11","0","8301","33.2","38","722.9","0","0","0","0","26th week","0","0","133977","25000","1.0"
"7200","7200","7200.0","36 months","BAT6352293","11.14","B","B2",,"n/a","OWN","70000","852xx,AZ","4.18","0","1","6","0","5364","59.6","14","1299.11","0","0","0","0","148th week","0","0","148413","9000","1.0"
"15000","15000","15000.0","60 months","BAT6248271","22.15","E","E5","Laboror","10+ years","MORTGAGE","55200","458xx,OH","24.33","0","0","14","0","14182","52.9","28","3861.58","0","0","0","0","65th week","0","578","82627","26800","1.0"
"8000","8000","8000.0","36 months","BAT6004464","9.76","B","B3",,"n/a","OWN","24000","301xx,GA","20.34","0","0","8","0","3118","18.7","23","0","0","0","0","0","4th week","0","0","6590","16700","1.0"
"7000","7000","7000.0","36 months","BAT4106493","11.53","B","B5","Group Housing Manager","7 years","MORTGAGE","42000","891xx,NV","24.29","0","0","9","0","9537","52.1","45","128.46","0","0","0","0","9th week","0","0","279241","18300","1.0"
"5225","5225","5225.0","36 months","BAT4318899","10.49","B","B3","Field service representative","2 years","MORTGAGE","128000","704xx,LA","3.73","3","2","10","0","5807","31.1","35","482.86","15","0","0","1","57th week","0","216","7962","18700","1.0"
"22800","22800","22775.0","36 months","BAT5748082","17.27","D","D3","Pioneer Hotel and Gaming","5 years","MORTGAGE","50000","864xx,AZ","1.7","1","3","7","0","2888","24.7","22","6204.56","0","0","0","0","135th week","0",,"0","0","1.0"
"26500","26500","26500.0","36 months","BAT6612051","12.29","C","C1","Registered nurse","4 years","RENT","70697","105xx,NY","9.32","0","0","7","0","26196","76.6","13","1973.87","0","0","0","0","35th week","0","0","26196","34200","1.0"
"13925","13925","13925.0","36 months","BAT5019662","18.25","D","D3","supervisor","8 years","MORTGAGE","35000","561xx,MN","15.02","1","0","10","0","13435","94.6","39","3612.04","0","0","0","0","100th week","0","0","63257","14200","1.0"
"10000","10000","10000.0","36 months","BAT4127326","10.49","B","B3","sand blaster","10+ years","MORTGAGE","45000","908xx,CA","4.64","1","0","4","0","1477","52.7","20","957.47","0","0","0","0","56th week","0","7619","96580","2800","1.0"
"10000","10000","10000.0","36 months","BAT5241177","15.61","D","D1","Credit Analyst","9 years","OWN","34000","306xx,GA","29.44","0","0","18","0","8897","37.2","45","482.54","0","0","0","0","17th week","0","121","28172","23900","1.0"
"28000","28000","28000.0","36 months","BAT6004464","7.26","A","A4","CBT Developer","3 years","MORTGAGE","124000","722xx,AR","23.26","0","0","19","0","25745","72.9","35","175.04","0","0","0","0","4th week","0","0","199215","35300","1.0"
"11775","11775","11775.0","36 months","BAT5060554","17.14","D","D4","O&M Superintendent","10+ years","MORTGAGE","125000","778xx,TX","11.16","0","2","14","0","3531","35.7","38","1502.06","0","0","0","0","39th week","0","20084","111996","9900","1.0"
"10000","10000","10000.0","36 months","BAT4106493","12.29","C","C1","sole proprietor","7 years","MORTGAGE","96000","374xx,TN","31.39","0","0","9","0","79","0.7","14","195.64","0","0","0","0","9th week","0","0","251140","11100","1.0"
"10000","10000","10000.0","36 months","BAT5019662","6.62","A","A2",,"n/a","MORTGAGE","48000","486xx,MI","13.28","0","0","8","0","10504","34.4","22","880.57","0","0","0","0","100th week","0","0","59984","30500","1.0"
"20000","20000","20000.0","60 months","BAT6248271","17.57","D","D4","Automation specitalist","9 years","MORTGAGE","84000","793xx,TX","22.2","0","0","13","0","13180","59.9","44","3763.23","0","0","0","0","65th week","0","0","87067","22000","1.0"
"20000","20000","20000.0","36 months","BAT3274746","15.61","C","C5","Officer","10+ years","RENT","115000","935xx,CA","24.48","1","4","14","0","19524","65.7","41","4028.38","0","0","0","0","87th week","0","0","80674","29700","1.0"
"25000","25000","25000.0","60 months","BAT422167","10.99","B","B4","Captain","10+ years","MORTGAGE","138000","402xx,KY","15.97","0","1","19","0","31594","41.2","30","1518.17","0","0","0","0","31th week","0","207","178978","76600","1.0"
"10000","10000","10000.0","36 months","BAT5662637","10.99","B","B4",,"n/a","OWN","37000","321xx,FL","22.77","0","0","12","0","8440","50.2","24","510.6","0","0","0","0","26th week","0","0","134969","16800","1.0"
"23850","23850","23850.0","60 months","BAT4729018","14.65","C","C5",,"n/a","MORTGAGE","52000","105xx,NY","10.89","2","0","10","0","10075","53.3","38","2718.55","0","0","0","0","43th week","0","0","242872","18900","1.0"
"6000","6000","6000.0","36 months","BAT446479","12.49","B","B5","pws","10+ years","MORTGAGE","60000","347xx,FL","20.54","3","2","12","0","3446","17.7","28","720.74","0","0","0","0","57th week","0","0","216253","19500","1.0"
"30000","30000","30000.0","36 months","BAT6248271","13.98","C","C3","Director","2 years","MORTGAGE","180000","606xx,IL","8.18","0","1","10","0","55530","46.7","19","4047.71","0","0","0","0","65th week","0","267","448954","118800","1.0"
"12000","12000","12000.0","36 months","BAT4031849","11.55","B","B3","Kerr Drug Pharmacy","10+ years","RENT","52000","275xx,NC","5.08","0","0","4","1","8978","58.7","8","2122.17","0","0","0","0","122th week","0","0","8978","15300","1.0"
"20500","20500","20500.0","36 months","BAT4711174","13.98","C","C1","Recreation Program Supervisor","< 1 year","RENT","57333","221xx,VA","24.06","0","4","21","0","14390","47.6","37","3570.45","0","0","0","0","82th week","0","363","32186","30200","1.0"
"12000","12000","12000.0","36 months","BAT422167","7.89","A","A5","Custodian","9 years","RENT","45000","900xx,CA","17.55","0","1","11","0","15889","56.1","19","496.64","0","0","0","0","31th week","0","0","16777","28300","1.0"
"25450","25450","25450.0","36 months","BAT5349407","18.25","D","D3","Orthopedic Technician","8 years","OWN","89000","928xx,CA","8.4","0","0","7","1","5138","62.7","17","6606.81","0","0","0","0","100th week","0","0","320714","8200","1.0"
"10000","10000","10000.0","60 months","BAT5319342","20.2","E","E3","Mechanical Designer","1 year","RENT","60000","155xx,PA","18.82","0","4","10","0","3940","35.8","28","2754.21","0","0","0","0","78th week","0","0","40741","11000","1.0"
"6000","6000","6000.0","36 months","BAT6612051","11.53","B","B5","RN","4 years","RENT","70000","890xx,NV","15.48","0","2","16","0","12329","41.5","24","415.03","0","0","0","1","39th week","0","1499","96026","29700","1.0"
"15000","15000","14975.0","60 months","BAT6248271","16.29","D","D2","Letter carrier","10+ years","RENT","75000","028xx,RI","34.64","0","1","22","0","23070","39.2","41","2465.13","0","0","0","0","57th week","0","0","63278","58900","1.0"
"8800","8800","8800.0","36 months","BAT5642237","10.59","B","B2","AES","2 years","RENT","145000","773xx,TX","6.16","0","2","4","0","3230","42.5","25","567.44","0","0","0","0","35th week","0",,"0","0","1.0"
"8000","8000","8000.0","36 months","BAT3554832","11.14","B","B2","American Modern Insurance Company","7 years","MORTGAGE","33000","451xx,OH","19.09","0","0","14","0","18294","57.9","22","1124.89","0","0","0","0","113th week","0","0","91693","31600","1.0"
"16825","16825","16775.0","36 months","BAT4818662","18.99","E","E1","Software QA","< 1 year","RENT","90000","945xx,CA","15.11","0","0","7","0","9792","83","8","4043.05","0","0","0","0","83th week","0","0","52908","11800","1.0"
"5000","5000","5000.0","36 months","BAT5260863","9.99","B","B3","foreman","2 years","RENT","74000","207xx,MD","6.73","0","0","5","2","5241","57.6","10","117.88","0","0","0","0","13th week","0","0","11563","9100","1.0"
"12000","12000","11672.20175","36 months","BAT6088735","10.62","B","B3","St. Joseph Medical Center","5 years","RENT","78000","952xx,CA","10.88","0","1","11","0","10730","66.2","24","2061.85","0","0","0","0","161th week","0",,"0","0","1.0"
"16000","16000","15775.0","36 months","BAT5019662","12.49","B","B4","sales","10+ years","MORTGAGE","60000","577xx,SD","24.62","1","1","10","0","30394","75.4","31","2712.7","0","0","0","0","95th week","0","0","183568","40300","1.0"
"10000","10000","10000.0","36 months","BAT5662637","13.99","C","C4","Staffing Specialist","1 year","MORTGAGE","50000","809xx,CO","27.15","0","1","12","0","28426","82.6","23","639.11","0","0","0","0","26th week","0","0","193722","34400","1.0"
"5875","5875","5875.0","36 months","BAT5737941","8.9","A","A5",,"n/a","MORTGAGE","43320","956xx,CA","6.7","0","1","5","0","405","20.2","6","838.22","0","0","0","0","152th week","0",,"0","0","1.0"
"13250","13250","13250.0","36 months","BAT3016651","19.99","E","E1","linetech","10+ years","MORTGAGE","37000","465xx,IN","10.61","1","0","7","0","9395","84.6","17","3684.82","0","0","0","0","96th week","0","0","96648","11100","1.0"
"5000","5000","5000.0","36 months","BAT4408664","17.77","D","D1","BMs group","5 years","MORTGAGE","260000","554xx,MN","22","0","2","16","0","44597","78.7","38","607.72","0","0","0","0","39th week","0","0","529380","56700","1.0"
"3250","3250","3250.0","36 months","BAT3563724","22.4","E","E3","eCommerce Associate","2 years","RENT","45000","072xx,NJ","12.64","0","0","11","0","2660","85.8","20","967.97","0","0","0","0","113th week","0","0","54477","3100","1.0"
"11000","11000","11000.0","60 months","BAT5319342","14.49","C","C4","Floor care Tech","10+ years","RENT","26800","165xx,PA","28.71","0","0","11","2","11116","61.4","25","2038.18","0","0","0","0","74th week","0","0","29355","18100","1.0"
"15325","15325","15300.0","60 months","BAT5260863","15.61","D","D1","Senior Auditor Appraiser","8 years","MORTGAGE","87000","957xx,CA","11.34","0","1","8","0","6440","43.5","16","558.16","0","0","0","0","13th week","0","100","272160","14800","1.0"
"20000","20000","19975.0","60 months","BAT6462144","19.99","E","E1","Verizon wireless","2 years","RENT","60000","186xx,PA","18.52","0","0","10","0","14091","91.1","21","2869.27","0","1049.62","9.67","0","39th week","0",,"0","0","1.0"
"12125","12125","12125.0","60 months","BAT5662637","20.99","E","E5","Chief","10+ years","MORTGAGE","75000","280xx,NC","28.7","1","0","5","0","9945","56.8","16","1227.26","0","0","0","0","26th week","0","1768","100720","17500","1.0"
"6000","6000","6000.0","36 months","BAT3274746","9.67","B","B1","Operational Support Technician","5 years","MORTGAGE","51000","857xx,AZ","13.39","0","1","12","0","9937","47.1","31","353.7","0","0","0","0","35th week","0","0","158500","21100","1.0"
"20000","20000","20000.0","60 months","BAT3840785","15.61","D","D1","Attorney","4 years","MORTGAGE","103200","605xx,IL","16.18","0","1","32","0","19946","40.4","53","1741.83","0","0","0","0","31th week","0","972","322465","49400","1.0"
"34500","34500","34500.0","60 months","BAT4711174","23.4","E","E5","Senior Engineer","5 years","MORTGAGE","123000","201xx,VA","26.79","0","2","16","0","26082","61.8","28","11487.78","0","0","0","0","78th week","0","0","300484","42200","1.0"
"15000","15000","15000.0","36 months","BAT4031849","7.62","A","A3","The Washington Post","8 years","MORTGAGE","60000","207xx,MD","18.46","2","0","10","0","13651","53.1","26","1721.15","0","0","0","0","122th week","0","0","306479","25700","1.0"
"33000","33000","32950.0","36 months","BAT6389048","17.99","D","D2","Legacy Health Systems","6 years","MORTGAGE","90000","972xx,OR","24.28","0","1","14","0","38220","86.7","35","5585.38","0","0","0","0","61th week","0",,"0","0","1.0"
"18000","18000","18000.0","60 months","BAT6612051","19.52","E","E3","Customer Service Representative","2 years","MORTGAGE","52000","401xx,KY","8.31","0","0","11","0","5088","59.9","12","2506.6","0","0","0","0","39th week","0","0","43328","8500","1.0"
"16000","16000","16000.0","60 months","BAT4711174","15.61","C","C4","External Relations","10+ years","MORTGAGE","97000","356xx,AL","29.93","0","1","22","0","27342","48.5","37","4291.95","0","0","0","0","104th week","0","0","401336","56400","1.0"
"27900","27900","27900.0","36 months","BAT5060554","19.99","E","E3","owner","6 years","MORTGAGE","60667","113xx,NY","14.38","0","1","6","3","1002","52.7","7","4834.64","0","0","0","0","52th week","0","0","5181","1900","1.0"
"3600","3600","3600.0","36 months","BAT5903747","7.9","A","A4","University of Texas at El paso","9 years","MORTGAGE","72000","799xx,TX","2.52","0","1","6","0","9148","43.2","14","454.15","0","0","0","0","156th week","0",,"0","0","1.0"
"9000","9000","9000.0","36 months","BAT528686","14.33","C","C1","State of NJ","10+ years","RENT","81000","086xx,NJ","22.27","0","0","13","0","38473","94.8","28","2119.81","0","0","0","0","152th week","0","0","56602","40600","1.0"
"10000","10000","10000.0","36 months","BAT4106493","9.99","B","B3","Nurse","3 years","RENT","35000","321xx,FL","8.16","1","2","13","0","6706","31.5","30","69.37","0","0","0","0","4th week","0","171","6706","21300","1.0"
"7500","7500","7475.0","36 months","BAT4729018","10.99","B","B4","financial advisor","7 years","RENT","62000","344xx,FL","7.39","0","1","8","1","11430","48.6","12","659.42","0","0","0","0","48th week","0","0","11430","23500","1.0"
"20000","20000","20000.0","36 months","BAT4664105","7.89","A","A5","scale house operator","10+ years","MORTGAGE","72500","463xx,IN","18.94","0","0","9","1","13569","64.9","28","607.26","0","0","0","0","22th week","0","0","184235","20900","1.0"
"32125","32125","32025.0","36 months","BAT6248271","9.17","B","B1","Senior Director","7 years","MORTGAGE","187000","121xx,NY","20.57","0","0","8","0","26633","43.6","35","3036.4","0","0","0","0","65th week","0","0","204014","61100","1.0"
"35000","35000","35000.0","60 months","BAT338166","13.35","C","C2","RN","5 years","MORTGAGE","96000","891xx,NV","8.03","0","0","21","0","1797","12.8","38","5648.57","0","0","0","0","70th week","0","0","288128","14000","1.0"
"20050","20050","20050.0","60 months","BAT3938478","15.61","C","C3",,"n/a","MORTGAGE","46172","537xx,WI","21.62","0","2","7","0","11630","62.9","24","5904.17","0","0","0","0","117th week","0","8411","107486","18500","1.0"
"12200","12200","12200.0","36 months","BAT6004464","13.67","C","C4","Supervisor","6 years","MORTGAGE","60000","490xx,MI","12.02","0","0","18","0","14642","63","26","120.45","0","0","0","0","4th week","0","0","143908","23350","1.0"
"12000","12000","11950.0","60 months","BAT3717249","19.42","E","E3","NYC Department of Education","6 years","MORTGAGE","56004","117xx,NY","7.2","0","1","8","0","4032","17.9","24","5171.22","0","0","0","0","148th week","0",,"0","0","1.0"
"11000","11000","11000.0","36 months","BAT5319342","13.35","C","C2","Assistant Manager","9 years","RENT","43000","333xx,FL","19.54","1","2","9","0","5498","75","20","1750.66","0","0","0","0","78th week","0","0","30972","7300","1.0"
"35000","35000","35000.0","60 months","BAT3840785","13.33","C","C3","VP Operations","10+ years","MORTGAGE","80000","152xx,PA","24.5","0","0","14","0","27050","54.4","41","2597.36","0","0","0","0","31th week","0","0","40352","49700","1.0"
"25000","25000","25000.0","36 months","BAT6612051","8.18","B","B1","Proposal Writer","9 years","MORTGAGE","60000","190xx,PA","14.52","0","1","9","0","8840","47.3","15","1357.67","0","0","0","0","39th week","0","0","166547","18700","1.0"
"10000","10000","10000.0","60 months","BAT4729018","19.99","E","E3","Marine","3 years","MORTGAGE","50000","277xx,NC","17.19","0","2","9","0","7192","50.3","11","1715.48","0","0","0","0","48th week","0","0","26754","14300","1.0"
"35000","35000","35000.0","36 months","BAT5260863","9.99","B","B3","RN","9 years","MORTGAGE","90000","973xx,OR","8.29","0","0","10","0","27575","59.7","39","814.29","0","0","0","0","13th week","0","0","352359","46200","1.0"
"7200","7200","7200.0","36 months","BAT446479","9.17","B","B1","Operational Risk Executive","< 1 year","MORTGAGE","222000","281xx,NC","15.59","0","3","34","0","68703","34.5","88","746.86","0","0","0","0","74th week","0","0","472121","199000","1.0"
"10000","10000","9975.0","36 months","BAT5060554","12.39","C","C1","Library Media Manager","10+ years","RENT","31814","977xx,OR","36.7","0","0","11","0","21954","84.8","21","1062.44","0","0","0","0","52th week","0","0","41221","25900","1.0"
"35000","35000","35000.0","60 months","BAT338166","16.99","D","D3","Contract Specialist","10+ years","MORTGAGE","99248","350xx,AL","30.22","0","0","12","0","25740","46.7","36","7249.04","0","0","0","0","70th week","0","0","101113","55100","1.0"
"22000","22000","22000.0","36 months","BAT6004464","7.89","A","A5","Case manager","4 years","MORTGAGE","95000","844xx,UT","9.74","0","0","29","0","25692","43.8","51","135.01","0","0","0","0","4th week","0","0","277810","58700","1.0"
"7500","7500","7500.0","36 months","BAT3938478","13.67","B","B5","Senior Programmer Analyst","10+ years","MORTGAGE","75000","441xx,OH","8.26","0","0","5","1","4483","50.9","11","1559.1","0","0","0","0","117th week","0","0","26930","8800","1.0"
"18600","18600","18525.0","36 months","BAT4664105","18.55","E","E2","GM","10+ years","MORTGAGE","120000","786xx,TX","18.84","0","1","10","0","4460","46","37","1357.22","0","0","0","0","22th week","0","3277","211079","9700","1.0"
"15000","15000","15000.0","36 months","BAT6352293","16.29","C","C4","Columbia County BOE","10+ years","MORTGAGE","55000","308xx,GA","13.59","0","3","8","0","10303","81.8","21","4059.5","0","0","0","0","156th week","0","0","142473","12600","1.0"
"15000","15000","15000.0","60 months","BAT4711174","15.1","C","C2","Sr. Application Specialist","10+ years","RENT","78000","060xx,CT","13.29","0","1","10","0","18842","45.5","16","3905.84","0","0","0","0","109th week","0","0","26711","41400","1.0"
"24000","24000","24000.0","60 months","BAT5662637","12.69","C","C2","Neuropsychologist","2 years","MORTGAGE","161000","329xx,FL","19.76","2","0","16","0","24011","56.6","50","1221.25","0","0","0","0","26th week","0","0","797337","42400","1.0"
"20000","20000","19975.0","60 months","BAT5903747","14.65","C","C2","ClearFreight","6 years","RENT","45000","113xx,NY","32.61","0","0","13","0","18327","74.5","16","7217.95","0","0","0","0","174th week","0",,"0","0","1.0"
"4500","4500","4500.0","36 months","BAT3404765","14.33","C","C1","Stater bros market","10+ years","RENT","65000","927xx,CA","9.56","4","1","13","0","4585","28","31","207.49","0","0","0","0","17th week","0","0","353937","16400","1.0"
"4875","4875","4875.0","36 months","BAT6248271","17.57","D","D4",,"n/a","MORTGAGE","14220","338xx,FL","19.92","1","0","7","0","5026","64.4","18","903.94","0","0","0","0","65th week","0","0","59452","7800","1.0"
"16000","16000","16000.0","60 months","BAT3141736","16.29","C","C4","RLI Insurance","10+ years","MORTGAGE","55250","750xx,TX","23.61","0","0","13","1","14584","52.1","18","5627.64","0","0","0","0","144th week","0","0","163498","28000","1.0"
"20000","20000","19975.0","60 months","BAT5260863","17.57","D","D4","Admin Assistant","10+ years","MORTGAGE","49000","130xx,NY","25.23","0","0","10","0","24617","73.7","25","849.69","0","0","0","0","13th week","0","0","38075","33400","1.0"
"12875","12875","12875.0","36 months","BAT3041298","18.25","D","D2","Focus Rehab & Nursing","3 years","RENT","36000","134xx,NY","28.03","0","0","18","0","19997","77.5","39","3795.88","0","0","0","0","131th week","0","0","52150","25800","1.0"
"8000","8000","8000.0","36 months","BAT6612051","15.61","D","D1","Counselor","1 year","RENT","36000","380xx,TN","21.73","0","0","4","0","4025","89.4","5","837.92","0","0","0","0","39th week","0","0","47507","4500","1.0"
"10400","10400","10400.0","60 months","BAT6004464","11.99","C","C1","AR Rep/Medical Coder","1 year","MORTGAGE","45000","402xx,KY","30.08","1","0","10","0","4741","49.4","14","0","0","0","0","0","NAth week","0","2652","163611","9600","1.0"
"24000","24000","24000.0","36 months","BAT4217242","7.69","A","A4","Intelligence Anaylst","6 years","RENT","140000","221xx,VA","27.54","0","0","8","0","84007","86.7","29","2323.1","0","0","0","0","87th week","0","0","119023","96900","1.0"
"10000","10000","10000.0","36 months","BAT5260863","7.89","A","A5","Assistant manager","1 year","OWN","44000","342xx,FL","15.99","0","0","10","0","10262","23.2","11","129.88","0","0","0","0","13th week","0","0","18507","44200","1.0"
"16000","16000","16000.0","36 months","BAT3938478","16.2","C","C4","Supervisory Officer","6 years","MORTGAGE","105000","482xx,MI","23.76","1","0","10","0","9089","54.8","56","3980.74","0","0","0","0","117th week","0","0","104180","16600","1.0"
"10000","10000","10000.0","60 months","BAT4127326","10.49","B","B3","technician","8 years","MORTGAGE","65500","349xx,FL","26.16","0","0","9","0","7592","73","19","1040.82","0","0","0","0","61th week","0","0","180121","10400","1.0"
"12000","12000","12000.0","36 months","BAT6612051","6.92","A","A4",,"n/a","MORTGAGE","93200","936xx,CA","11.61","1","0","18","0","24041","49.6","39","499.84","0","0","0","0","35th week","0","0","224828","48500","1.0"
"12000","12000","11975.0","36 months","BAT4711174","8.9","A","A5","produce manager","10+ years","MORTGAGE","52000","346xx,FL","21.76","0","1","13","0","12830","43.2","24","1536.15","0","0","0","0","109th week","0","0","38550","29700","1.0"
"24000","24000","24000.0","60 months","BAT5319342","13.98","C","C3","Customer Service Representative","5 years","OWN","50000","453xx,OH","18.72","0","0","12","0","18585","51.8","16","4503.98","0","0","0","0","78th week","0","0","26696","35900","1.0"
"14825","14825","14825.0","60 months","BAT5319342","18.99","E","E1","Correctional Sergeant","10+ years","MORTGAGE","33000","273xx,NC","34.73","0","0","13","0","9250","50.8","34","3252.11","0","0","0","0","65th week","0","0","27245","18200","1.0"
"17000","17000","17000.0","60 months","BAT5060554","24.5","F","F3","Neurology Manager","10+ years","MORTGAGE","89587.96","212xx,MD","29.19","0","1","12","2","12175","60.6","32","3601.5","0","0","0","0","52th week","0","0","315719","20100","1.0"
"6200","6200","6200.0","36 months","BAT5260863","8.18","B","B1",,"n/a","MORTGAGE","84004","280xx,NC","17.87","0","0","23","0","24526","21.2","40","118.02","0","0","0","0","13th week","0","0","29108","115500","1.0"
"6400","6400","6400.0","36 months","BAT528686","10.16","B","B1","Whole Foods & Fantastic Fest (Alamo D.)","6 years","RENT","35000","787xx,TX","11.21","0","0","5","0","3478","28.5","12","976.11","0","0","0","0","117th week","0","0","3478","12200","1.0"
"27200","27200","27200.0","36 months","BAT3563724","9.67","B","B1","Director of Marketing","2 years","RENT","65000","077xx,NJ","23.78","0","1","17","0","17943","51","40","2573.02","0","0","0","0","61th week","0","0","110778","35200","1.0"
"6000","6000","6000.0","36 months","BAT4217242","12.99","C","C1","Online Marketing Coordinator","1 year","RENT","35000","913xx,CA","8.16","0","1","11","0","7618","50.1","11","970.95","0","0","0","0","87th week","0","0","7618","15200","1.0"
"7000","7000","7000.0","36 months","BAT5260863","5.32","A","A1","Sanitarian","10+ years","MORTGAGE","85000","485xx,MI","0.59","0","0","3","0","1101","6.3","7","57.93","15","0","0","0","9th week","0","0","71930","17600","1.0"
"20000","20000","20000.0","36 months","BAT5907542","14.09","B","B5","United States Coast Guard","4 years","RENT","72000","330xx,FL","24.87","0","0","12","0","20023","97.2","16","4564.29","0","0","0","0","143th week","0","0","85175","20600","1.0"
"15000","15000","15000.0","36 months","BAT4106493","8.18","B","B1","Teacher","9 years","MORTGAGE","63500","063xx,CT","22.3","0","0","14","0","27327","86.8","28","95.43","0","0","0","0","4th week","0","0","309067","31500","1.0"
"14000","14000","14000.0","36 months","BAT4106493","7.89","A","A5","Mail carrier","10+ years","MORTGAGE","1.00E+05","551xx,MN","8.95","1","0","7","1","9892","19","20","175.69","0","0","0","0","9th week","0","0","14008","52100","1.0"
"14000","14000","13975.0","60 months","BAT5662637","17.57","D","D4","Supervisor","10+ years","OWN","90000","783xx,TX","35.67","0","1","13","0","66591","54.9","30","680.77","0","0","0","0","13th week","0","0","323952","121400","1.0"
"24000","24000","23925.0","60 months","BAT5260863","13.99","C","C4","UX Design Lead","3 years","OWN","95000","277xx,NC","8.05","0","0","6","1","7945","58.9","16","810.97","0","0","0","0","13th week","0","0","19244","13500","1.0"
"5000","5000","5000.0","36 months","BAT422167","8.18","B","B1","Supermarket Sales Associate","3 years","OWN","32000","233xx,VA","19.41","0","0","5","0","9110","25.3","6","218.5","0","0","0","0","31th week","0","0","24870","36000","1.0"
"35000","35000","34950.0","60 months","BAT4818662","20.99","E","E4","Product Management Director","7 years","MORTGAGE","2.00E+05","402xx,KY","9.99","0","1","17","1","21539","71.3","29","10525.05","0","0","0","0","83th week","0","571","351508","30200","1.0"
"6000","6000","6000.0","36 months","BAT4268557","7.89","A","A5","RN","3 years","RENT","83000","462xx,IN","12.74","0","1","26","4","12743","31.9","31","326.74","0","0","0","0","44th week","0","843","112332","35800","1.0"
"13200","13200","13200.0","60 months","BAT5260863","20.99","E","E5","Staff Sergeant","6 years","MORTGAGE","69000","967xx,HI","18.21","0","1","7","0","24715","74.2","13","670.62","0","0","0","0","13th week","0","0","244753","33300","1.0"
"22250","22250","22000.0","60 months","BAT5907542","15.31","C","C2","Voss Taylor","6 years","MORTGAGE","50000","489xx,MI","25.4","0","0","10","0","37681","81.6","27","6414.07","0","2582.15","464.787","0","117th week","0","0","135992","46200","1.0"
"5000","5000","5000.0","36 months","BAT3141736","12.12","B","B3","Centinela State Prison (CDCR)","9 years","MORTGAGE","77000","922xx,CA","7.9","0","0","5","0","7408","78.8","18","511.52","0","0","0","0","65th week","0","0","299372","9400","1.0"
"15000","15000","15000.0","60 months","BAT4664105","8.18","B","B1","Director/Manager","10+ years","MORTGAGE","183000","774xx,TX","10.54","0","0","15","0","15972","37.3","48","393.83","0","0","0","0","17th week","0","0","181932","42800","1.0"
"28000","28000","28000.0","60 months","BAT4031849","22.2","E","E4","union hospital cecil county","8 years","MORTGAGE","88000","210xx,MD","11.14","0","0","10","0","22700","92.3","22","12367.28","0","0","0","0","122th week","0","0","241227","24600","1.0"
"35000","35000","34875.0","60 months","BAT4477356","22.35","F","F5","Wilcox Medical Hospital","4 years","MORTGAGE","1.00E+05","967xx,HI","9.65","0","1","9","0","17788","75.7","19","13722.18","0","0","0","0","104th week","0",,"0","0","1.0"
"11000","11000","11000.0","60 months","BAT5260863","9.17","B","B2","Claims Processor","8 years","RENT","30000","750xx,TX","22.4","0","0","4","0","10996","57","21","243.24","0","0","0","0","13th week","0","355","40776","19300","1.0"
"5000","5000","5000.0","36 months","BAT3016651","15.31","C","C4","Database Coordinator","9 years","RENT","34049.6","314xx,GA","27.18","0","0","9","0","10709","66.5","35","804.67","0","647.15","116.487","0","70th week","0","0","100665","16100","1.0"
"17650","17650","17650.0","60 months","BAT6004464","15.41","D","D1","Drywall taper","10+ years","MORTGAGE","65000","054xx,VT","32.35","0","0","8","0","9931","67.1","23","211.55","0","0","0","0","4th week","0","0","207562","14800","1.0"
"3075","3075","3075.0","36 months","BAT3141736","14.33","C","C1",,"n/a","RENT","19128","088xx,NJ","15.31","0","0","8","0","6474","77.1","14","560.36","0","0","0","0","96th week","0","0","6474","8400","1.0"
"20125","20125","20125.0","36 months","BAT3780546","13.68","C","C1","Stein, Lotzkar & Starr","2 years","MORTGAGE","51000","982xx,WA","20.42","0","0","11","0","14238","81.8","57","2717.39","0","0","0","0","61th week","0","0","44797","17400","1.0"
"5000","5000","5000.0","36 months","BAT4818662","17.57","D","D4","sales","1 year","MORTGAGE","65000","201xx,VA","20.94","1","1","11","0","15694","73.7","17","1100.88","0","0","0","0","83th week","0","0","354488","21300","1.0"
